m	base2_RES64	seconds
1710	583C8E432913246C	0.275768
1787	A44C8C405FF26559	0.338214
1793	785FB4259C7DA787	0.238903
1802	E283E891D3CF1E6E	0.269498
1805	98A4A4865E24126B	0.220500
1823	56D261A92EAB8AD8	0.409533
1847	ED1BCE0AB2359CC0	0.684184
1902	E2EA4E45B114EF67	0.324059
1910	89C2F52A1C87EB8B	0.330210
1946	BED2E328EA30EEED	0.269065
2010	2C696EACF632CC6C	0.189315
2015	5BC4065598116DCE	0.259311
2033	67D6F40BA2E369F4	0.341677
2045	D177624D6914E09A	0.329164
2046	5447C9137DE67D71	0.404246
2087	AAC934EC5497DC74	0.230294
2177	A45E8A748F424C53	0.487460
2213	6D123E638CF3CFD1	0.403714
2267	B2779F2E6A82BBA6	0.240586
2315	413563D795D0E134	0.451148
2330	600AC75F951FCC97	0.416359
2358	20B4A165B210CBA1	0.393041
2366	4624BD4A3396588B	0.585063
2370	4C376E607443AB93	0.328542
2406	7226B72ED5E776FD	0.340942
2423	A5D02886CA54ED99	0.531590
2430	C9DBB72461996213	0.343311
2465	A027857256750AC7	0.585528
2477	0F17A77ABAC056D0	0.449372
2495	2EE4E2E123EDEFE5	0.550677
2502	E8D1F1C9188B35E0	0.258134
2561	5C779AB9D07BBF97	0.257262
2567	3828DEF290B3013A	0.256626
2570	0B441456C247ABB5	0.406276
2582	1AF7349E4A88557C	0.256348
2586	43CAFE9356A323C3	0.539532
2610	DDD8CEB16837C912	0.611352
2627	0CCF1FACC86C2910	0.259770
2630	6867CE24C14DF4C1	0.397711
2658	746CFDBB07179C29	0.548703
2705	E218BB56D6942831	0.602319
2750	581AF0814A975387	0.679108
2765	E0B18F94C5C9F5E7	0.388081
2801	608B54EEBEF21AAF	0.395765
2802	DBFA01FD3A1684DE	0.406851
2813	A5A0AA53E96866E9	0.574623
2826	4AC21CC529F00AE0	0.248493
2837	B440CC7F3C9D1A25	0.827287
2838	2D6D49906E3CB0A9	0.601144
2846	83574A4221DF40FA	0.324250
2861	68D703488EC6533D	0.290582
2897	E85741BD103EC6A0	0.315256
2927	205ED49E4DBA78AE	0.246826
2966	8624EEACBAAC2733	0.583432
2990	8EAB631A7941AEFC	0.249536
3002	CF04C6DEF91DCF2C	0.355557
3005	3A8A33362F7140AC	0.133489
3006	61F2A64B3903898A	0.342809
3047	BE203D9B0B9FE6BB	0.273104
3053	E7EBD9230C45ABE4	0.415538
3078	60548AE854EE42B1	0.341928
3090	8410834DD200C831	0.469863
3110	504C4A95B1896162	0.628330
3137	7544B9D159EE8EB0	0.488771
3162	3870165435B30B1C	0.326363
3182	ED7463A617FF89EF	0.612590
3186	A91559EBD654E0B6	0.284208
3191	FF5DDF2B2C3978F5	0.242152
3233	E7CE63D3665DA260	0.473365
3242	727F13CC6794336A	0.303841
3251	95D530BFFE4A8F50	1.028960
3270	1C1696B1337B69EA	0.428750
3330	47460666ED93CA64	0.919230
3350	CE3C4D475747B6FC	0.268904
3437	43663082D3E81C04	0.401781
3446	21887D879849C882	0.410164
3461	271977F5DD2C400F	0.321665
3470	E9A6737CFBF6E130	0.450602
3473	E68BEFD393E972DF	0.371108
3485	58BE6B5AD0A6D218	0.340018
3530	D60DA24A4F742D80	0.228651
3533	D3A2A1D29097CA21	0.707852
3551	52FA97DDFBEB28B6	0.313564
3558	A9E60D3F618AB299	0.294634
3582	BD2847308053E3CC	0.201134
3630	36B6ECA62CC290CA	0.204915
3701	B41ABA167320F394	0.368924
3702	9DB60B2FE23DA07B	0.508247
3755	633E21446A670A81	0.273344
3767	8C36A9939C142FE7	0.250768
3806	51CA1756972ED70E	0.269332
3810	A1DEC1597FED9B02	1.084585
3845	BDBBD33CBB218ACC	0.396101
3857	E50F790B2AB58646	1.020894
3882	E2206B156C3E5F9D	0.567156
3887	41B24C240215BFE0	0.339436
3942	3CA8A0A7565C373B	0.513324
3953	57F5DE68BCD21B02	0.125095
3971	B96F89C66086B1C5	0.359364
3995	59919F340991D3AE	0.279295
4007	FD5B4A992B639B7F	0.500694
4010	4BC1633A879E646F	0.277991
4070	D14145DB47B6A182	0.243627
4098	42D94601671B683A	0.299079
4190	D6BC94A4D1790EA8	0.371443
4193	6D71C351AF3C44BB	0.248449
4223	42EAF64F06AA894C	0.576739
4247	09E1AF2B7A5DB6BE	0.401817
4250	F2BF40E55CCB3546	0.302852
4271	4ACA280D078BA321	0.435144
4302	B60B467B60FFC33C	0.329384
4338	FA3E8635583C0E82	0.331277
4350	9102D2E1DBDB259F	0.397547
4382	DD8C036B7009824B	0.183966
4406	3A807586AF78A990	0.245314
4415	E21078905A30B987	0.480428
4422	4357A0331C159804	0.257879
4427	A8387D3B868DC1B1	0.443757
4430	D0B9D5570F44D628	0.585344
4482	D49910B57AE7CB22	0.668550
4517	64245F8209C93086	0.410147
4518	F8968515F653EED5	0.562539
4535	7C880A63E011D3AD	0.321016
4550	D74C70B0B1F61866	0.217785
4565	FFAB95BDB89D5919	0.442958
4577	3937A90AAD0E2D3D	0.167423
4586	7CD9CEFE9D27C45E	0.205534
4595	E1C53FA280E013F4	0.405432
4607	0BCB2DBAA96CEDB5	0.481042
4637	A3AA59FA6E3413AA	0.170935
4667	47577B33CC9AD4DC	0.254141
4682	D17AFEDCEF4F5CDC	0.434388
4685	B94785FCE0E590B5	0.703373
4770	5BCAF3D3F8AF0C8B	0.987120
4790	7AC21044ABCE4C7F	0.501008
4806	E811D5F59369F963	0.360768
4826	3EB786B8B103FBA0	0.483183
4853	46E406978CC9FB50	0.296841
4865	470EAB2522C69662	0.197258
4890	DFDCA6AA3D976585	0.493978
4913	17E191E024169116	0.576022
4926	8BE673D09F143E68	0.326755
4961	6A057842B0B78D7D	0.331430
5030	186ED0FED5EB0563	0.317255
5045	A35C61DB619D186E	0.425596
5066	ED187DD0BBA16721	0.174061
5126	D1540EA5B6CA0642	0.427525
5141	87EAD5FE9FBB803C	0.340316
5142	E7FCCB0B4047B377	0.582339
5213	3EAED3D7F2D05D7C	0.471748
5237	EA3238A41DA9BB9D	0.309469
5255	F90C54E7C7E547D3	0.487345
5267	95BCC4F728AB3405	0.231218
5286	BC0862B3D37E16A8	0.227039
5291	D18FB0B7F2F4591F	0.486387
5297	BCE153C8B34BFF2D	0.323802
5342	01825A18923E8824	0.284702
5358	E9C67E8D1AAD7744	0.617202
5366	8FAF94E3A994A950	1.150600
5441	F80B9B7464373441	0.632458
5466	6B64E278FE60D2C8	0.573793
5486	26C17EAD1A9E8327	0.633394
5490	BD1D3E43AAFFECEA	0.275806
5507	2BFFE533CF2F29D9	0.491486
5537	C6491B2B4B7826AA	0.515235
5573	9C33873D9E6C3380	0.337207
5582	52CDB040C29BAD08	0.527658
5603	F41AEBF2B6B783E3	1.220875
5621	2173CF3C1560F13A	0.502760
5630	B6548507D48A8CFD	0.634176
5645	1AE07C73DFD1CC35	0.365145
5682	9D5910E266EC2FBF	0.258984
5687	4CF2FCFF4343E21D	0.755536
5690	794EA8AE06CC97FC	0.309062
5693	0349AFF607944760	0.399571
5726	8D3422A35598F3EB	0.419561
5742	2441696CE9FF0408	0.412335
5862	BA4870DEAB474D55	0.374960
5870	4B3119ADE67E047A	0.434405
5921	3F325CDEA6F644F0	0.531621
5927	F2BD6DDAF5869238	0.569258
5930	DC7EBB400FB465B5	0.365513
5958	21419955CB73894E	0.321243
5963	6D4F89814697F524	0.829767
5966	8C005D8F9C226BEA	0.190871
5987	2AB89B56E849B5A7	0.517607
6047	8434CD328B5392FE	0.481270
6065	1C74E2BC955EFE8F	0.487546
6086	0C6AB68BD2206E8D	0.499514
6095	E2F76B67622C698F	0.469126
6110	A2063BF2CFC4EFB8	0.900353
6113	78CBDC0994CBD4B7	0.444024
6155	0F3B2892FCE67F6C	0.468629
6170	39747E361F44031B	0.462267
6215	4BD3766882F3063E	0.764595
6221	866F9873CDF6CDA1	0.675502
6222	45D3422D7535F721	0.526778
6230	17D574C64B34C1D2	0.733138
6245	B6C81B3DC6BE1FF6	0.367021
6317	D70F0C1274EA8B66	0.690216
6326	B34CD8A00BE34AA4	0.726818
6330	FAC80196AD92EF62	0.328275
6366	57C99E3E82CE4609	0.269170
6407	26988D2B5D040652	0.671818
6410	4130581D25AD386E	0.637672
6497	B8329BC69106BFB0	0.532907
6533	2B608BEB087EE9B6	0.697909
6546	A0E4539346088903	0.380829
6582	5C4085C121D03D83	0.614869
6623	C6AB2775F983AE0A	0.412606
6635	013D929BD9D3790D	0.434985
6653	D5385209D64100E5	0.708228
6677	B7D765A203644680	0.763279
6710	4D6C99B639583039	0.647102
6746	FC651508565281FF	0.340204
6782	852029B6F3A4D6F1	0.584223
6798	CC17F846F2B63D67	0.656309
6821	82E6D0344556D21A	0.443161
6863	F54D88332F839F70	0.328983
6887	28D762125B0B8610	0.365490
6911	BDB30084D0B29F7F	0.421826
6977	E451440261E29EAF	0.540726
6986	984D5682965BF067	0.490578
7038	FF087BE14FB3EDFB	0.400985
7082	436528EB22A0F8AC	0.590830
7085	78333419862316E2	0.507674
7115	B4E83E905940BC73	0.435561
7146	26C5A9030872AC1E	0.560669
7157	C50AD8B7DE5A8E26	0.615068
7166	E20C32997AB862DD	0.265311
7205	34A8814404ADEE97	0.751897
7223	5B839933E7DFC7C4	0.403641
7286	54877DB8C4F515BB	0.654072
7301	05012BDE1DE1032A	0.344501
7310	4DA3A5B9188CA0EF	0.468533
7326	6F5DB305F8E7EBF4	0.463880
7397	4CB698C463A044CF	0.332170
7451	C3DA7311DEFC5211	0.596993
7466	CCCB0A1E0DBA0040	0.683958
7470	7B659655DDC06011	0.455729
7493	3AD701904DBB6DB8	0.602549
7505	A86ED872EC58A0EF	0.482002
7535	E74C9B4E2A960F1C	0.545517
7542	38666473B02B6D15	0.439688
7550	99E1DEF85FAB0265	1.142066
7553	83D2D726043C24E8	0.709151
7565	9C9ABE38B4C19D60	0.397850
7578	F31465D7973070A4	0.473625
7667	AE25369B451DE9E1	0.428941
7670	9E462F9B8DCB6DA0	0.905343
7698	0C43C8666AFBA303	0.425288
7703	F73508A8BF56AA78	0.580314
7727	4E05F774707087BE	0.263693
7802	C6CB32E69E212307	0.712263
7866	42B208787DAC0194	0.335314
7877	D8BA643DCC7B2D39	0.763430
7886	5FEC0F41BE28A1EF	0.678085
7943	C937C612B9CF0036	0.358573
7946	EF959A6AA8AF339C	0.724366
7982	578EFDC56B25CDB6	0.266543
8003	784ADCDC4E4F48D0	0.524428
8090	FBC21E6DC72F6940	0.305524
8102	4768142412FBD664	0.656293
8118	D68634FD1B8BCFAE	0.679874
8126	CDF90550DB617E8F	0.285575
8202	0D906E1E4F5D5138	0.709620
8246	9AA7C52E2E6DF04F	0.453063
8255	19FDF7FEEF7B5F13	0.615502
8270	1A397769C574A5B9	0.667679
8291	F2891ED51BAECB42	0.388443
8298	ED3F6468C20D1FD4	0.863665
8303	1330150AA86DDF24	0.456534
8321	CC19AED5F995B252	0.689817
8342	F386795F215BE7B6	0.440408
8357	EAB0B2B19422DAFE	0.768589
8405	1C46497A76382333	0.373527
8447	E379CA56C49179D9	0.384168
8462	F5F72A5C8235DD29	0.475497
8465	2B440E8DFF01093C	0.541234
8490	28D9D51B1E0FC03A	0.968595
8550	BF943CEF8CFCA0C0	0.333504
8562	02722B25A5074D13	0.692871
8567	76F18F4E59F2C42B	0.578893
8570	68091AA1413AC339	0.658156
8573	DC6B734155875043	0.895385
8586	C7239FCAFD41540F	0.713046
8606	1907A3DF88CF3381	0.634226
8666	7DCD5D5D5E828D70	0.459444
8693	521915CAA8117309	0.481693
8726	2CA171AEE77F2A3D	0.362834
8766	BC2176997F3CF9A7	0.781696
8807	AEAD38FA2F2172B7	0.635851
8813	692F8904686ED9DB	0.432249
8843	FA4CF83E7D41A535	0.765082
8850	06615E8CB07926EE	0.399281
8867	66831882A790F0AF	0.766009
8906	49DF774AFDBDD4C6	0.398562
8910	47A0E82907CC65C5	0.838247
8922	882E3E047940B6C7	0.626436
8951	84A5EEB91EA73881	0.404499
8958	A76313649FECA4D7	0.749305
8982	E5A9670B88AE3E8D	0.580869
8990	F8B1311926FAB05F	0.788773
8993	B2CF73E80F6AD65F	0.426245
9053	6F2B5F47AE870493	0.695907
9062	23B23870F3EE2505	0.624718
9077	77C0024FFF7C7DBA	0.721654
9090	D8D2A8380250F8D9	0.559683
9101	98799BCE1E3D7A01	0.432434
9138	3A9C0E5CACA7D108	0.622798
9162	EC8A37761690F589	0.874244
9210	D043659AA401D801	0.932509
9215	FF498BB1565E1B3D	0.364441
9246	237A0E7598F34F3C	0.458657
9263	E9D0EA6D479E539B	0.853553
9287	145195680F30D7B0	0.776351
9318	7EF9390408961180	0.407795
9323	B4BD87158BAF857C	0.678734
9326	B4CF16F110F4D505	0.864492
9383	7F5FA155EA9E15A5	0.476940
9467	3DF25DB782450DDD	0.617556
9486	F71F8DD2BA6E664B	0.617553
9498	CCCEF48CE21D957A	0.747154
9515	7CDADC97CC6363F2	0.794039
9551	C67C9F5551429406	0.552626
9590	0EED7D9C08E73CCD	0.561401
9606	BC5ADC47CE6B6AB4	0.435667
9630	8758AFF45173BA43	0.722730
9767	A94E0920634253D5	0.880089
9803	D2D19AE164B8C168	0.574899
9810	9E894163A45FC87D	1.031167
9821	09CE7F4C64AC285C	1.014069
9866	BE3281CB156CF5C4	0.715750
9882	07BCAC27F128DEBC	0.630808
9953	549084084ED4123B	0.857643
9966	F94B6112597912EC	0.476420
10002	87B3792B380DAC2C	1.209405
10026	CCC9B7285A7EF93A	0.551864
10046	799ABEA3953AAD0A	0.960961
10070	16F3EC4D473432BC	0.782092
10085	1183761DAD2C90BF	0.616799
10097	CC5B1A871035AAE5	0.689688
10127	A6A491B7024076C7	0.783489
10146	50054F6954B1F1C4	0.679751
10202	02C4BE2EF094AE46	0.681067
10205	CE62A9E4FD52D3FF	0.924762
10250	47426EC1EFFB9972	0.679893
10278	F18DA0ECDACFA2CF	0.904632
10286	3929C8BA6E34112B	0.537507
10326	82DE113B11753685	0.819888
10350	8BD5AEF130C41C36	0.798414
10373	C9389F290DF04BBD	1.016848
10391	40CB18A9F6C2B53D	0.578059
10397	AC5A3D0CCA302E88	0.777410
10442	B1C3BC400FACAEED	0.949502
10517	687C8E7521447726	0.489209
10526	8FFE6373975BDA87	1.726330
10550	0E21967DECBD8EA5	0.870816
10565	601AAD94AD8296DC	0.523184
10566	56A1BE3C75091047	1.012137
10602	26EB0A9A7E20B043	0.489400
10613	CA11415780D614E7	0.717717
10646	C2E746BE2EFFFB3B	0.543479
10685	BD2A1E73D4F74810	0.713347
10722	678CE13B7B383122	0.889232
10742	72CE406D8419A275	0.654523
10746	339ACF817EAE4DE4	0.597855
10818	4253F980AE2FEB05	1.104375
10830	AF77C61585F71CD9	0.250829
10862	1D68677399ECAC0E	0.464008
10865	AF840ADD518FF8B2	0.753691
10886	029D01A23F23B6CE	1.003526
10913	31DE3C991DBC1D28	1.728086
10982	714A8606F8C18218	0.669891
11027	DC54EFCC5A0DEBB0	0.555671
11030	260A4613AAFD9BD1	1.183319
11045	FC62C895B1971B9B	0.651274
11063	44043C73A9CE0FC5	0.619304
11102	5D1258F012D2E124	0.626761
11117	EFF4B0A573C459DC	1.227858
11118	C84334DD38B0C93E	0.472903
11153	E06042901B55EAD5	0.906715
11195	DA17F49DCCD63678	1.142214
11201	B620279D7B2527F4	0.606894
11210	999009F487055AC6	0.471121
11213	F9732EA71B1A4027	1.172239
11250	600F525EDFB2D67A	0.999030
11255	B4745CD5D73C1067	0.850562
11262	6C40E3CE23ED0749	0.885933
11270	B6146D67887E5DED	0.976229
11297	884B28427B60733C	0.795515
11322	9F19A493C695C568	0.767603
11327	FA9C099AA74F99F8	1.100609
11357	CBC3F1EFA5D057AE	0.768656
11370	A4D92AC3C93CA12C	0.730365
11402	341AE876C3BB84DA	1.159840
11406	9584E92AEAF78BE3	0.775129
11430	CBF8E07B2D542317	0.817136
11462	16D02BB3879B235F	0.615330
11471	066D7097947847D5	0.950838
11537	9F80583014652A44	0.826346
11538	274C65986B435EF8	1.004304
11546	B5C3DE8C3CE93EF7	0.876476
11555	24E5B4076772C24C	0.727221
11582	A81F51C206874585	1.107588
11597	2F6DD0D300B6F27A	0.750143
11606	D9881D6FA260A113	0.822086
11610	72AEEA8FC30E6E80	0.723594
11690	E6AA75CDF8ED499D	0.393726
11730	3A083ABEE00B49BE	0.660779
11766	11B52BBF177ED874	0.816371
11783	FEEC42F6F8590800	0.626885
11790	CD33827DCB8BF92D	0.973533
11837	F0312901842B750F	0.561387
11862	CC45B57926561D3F	0.541413
11867	FEF3B35F6E518DA1	0.966247
11873	4A5E53E59E4A7497	0.743547
11898	160BA589CCAD753E	0.937953
11966	A8739C2E2AA3002C	0.950907
11990	81060E3DAAEDA44B	1.085400
12006	27115387BF220CF4	0.926630
12035	E015C8350F930568	1.152360
12042	828C77F4631B0F78	0.457994
12086	6220B7885491DF45	0.829006
12110	CBE107A95C627659	1.619046
12155	3239CD8F24CDFD57	0.930400
12161	DDB08D2C71C5A480	0.736614
12182	C934CD9A85CEE9EB	0.992445
12198	CE886B205D0A38F2	0.995569
12203	C43FE7C9B47F732B	0.923530
12230	2F5074B59B01AB94	0.830054
12245	1A786CDC4DFA60C8	1.210686
12287	21244322952B0AF5	0.989327
12293	0752729E63089C54	0.894656
12323	80F8495B29A4A105	0.788565
12365	1227512CCD6B49B7	0.770663
12371	0BEC7506F2421091	2.065874
12407	42779B206AF490A8	0.773569
12461	3B99260F3511C38E	0.687597
12470	9D558BE0A3EBFB2B	0.757965
12486	218AD76A27468913	0.788483
12566	10CEDA0FE6F99294	0.866368
12602	936CA941B4DC4DE6	1.089852
12605	B9ED57F483686288	1.031592
12618	29F8D13F72423E26	0.795810
12641	D4A2A35C5FEF75B2	0.768721
12677	3A3B556B2C7D770E	0.822407
12701	41F93FDA16619247	0.692081
12746	1A8EC350DD0DE6B8	1.223841
12773	9F8D22CBC0BC3139	1.196910
12782	947F4853C6BA2983	0.460183
12815	FDC991EC04EBC10B	0.864641
12917	5D29349229DC655A	1.197854
12926	A152102890E3C730	1.010354
12935	D346BFA459C59E3C	0.945527
12942	7D8349CF173D1C49	0.746137
12983	8D21B3CCD97F32F8	0.835881
12990	28E48EDBE1658A71	1.027285
13046	6A54CE8BF58A8707	0.798939
13082	F73AA3B11CA963F0	0.842420
13122	5746969EEC513F88	1.468110
13127	C66C3E3586957D9D	0.769132
13133	BF282EF5AD1FA6F5	0.654861
13142	74F66700E3E41D1D	0.895084
13235	314FADA476BD49EC	0.692594
13242	8EF1201B0701188E	1.234967
13286	B4E2CA0DF474BBF6	0.932020
13301	DB7F06C98DAE8EAE	0.864170
13302	4925706924697100	0.930183
13370	B1312D58244DA807	1.081026
13373	2F2A9E66E0863826	1.172644
13406	DE6AECF5DE146783	0.792536
13421	8D9B513BFE4A4292	1.168649
13446	BBC80470571B736C	0.641207
13463	605C95F2414ED00E	0.759738
13502	AA78E52845F2D5C1	0.846451
13517	78D9930736951ACD	0.956327
13547	E5AC5DA1CCCB9A0E	1.330500
13553	8E96C29A3A8BC3CA	0.979577
13601	9CCFC92DD04479F8	0.576650
13610	E1F144753178F955	1.218333
13637	36208E730F3FF1D9	0.765546
13655	DC013D472406347B	0.964975
13667	7403896F9D1FAFF4	0.779442
13685	C4229DC88FC297B5	1.046497
13691	8B9BB5B250D96223	0.829092
13746	83821CC896320BB0	0.852770
13766	325AF26FC82351C5	0.888742
13805	D0460CC4FFBB6D88	0.973033
13823	BEF888885C8DEC29	1.004289
13835	720AC49A39BD2AF4	0.745158
13877	7CC212D33C38B528	1.084035
13901	F897E52959FA82E6	0.882878
13907	AB9E465CABFDFB84	0.792577
13926	DC6DA05AB8579C5F	0.630324
13967	A763B20FA23BFECB	1.070808
14022	B5837F599182B558	0.886876
14045	9C15A8B80DF3B036	1.205446
14087	6E673FFEFA614450	1.128835
14106	4F2AD46D980C358A	0.933901
14111	DCBF974C96A7C0AD	1.173800
14130	1AADA8C0BC132F02	0.717344
14150	D7B8DC9F7B76EA50	0.785169
14178	6651DB0615C2C44F	0.910388
14183	FDC4075715A98BB6	1.231797
14202	DB899A37C5604310	0.796074
14243	D8BC2D0A9C618891	1.049229
14250	8F61DE2A53181E26	1.032788
14255	4B0471AABC8D0066	0.638981
14261	3B37B6B0D754EA38	1.072862
14327	01F820EA19E30809	0.997732
14330	792CD7A99417B5F1	1.347024
14351	2CD70364D60D3CF4	0.749938
14358	0988F053B8C4F76C	0.836607
14418	22DF7BC09885B509	0.841083
14462	75E0363608829F99	0.905939
14465	8C82FE962D79BFC8	0.911458
14466	D99D0B9C4305F05B	0.654138
14477	0733EB096F55E89D	0.639056
14513	6F64BC850A8150EA	0.841227
14526	D42E002EB84B8ECF	0.908520
14570	D5593A874D089B15	0.940311
14591	CDA4F28B64F163B9	1.048369
14597	384E22A6ACF973A4	0.861129
14645	3495B10CBD22F97F	1.033065
14657	3C3B58C2CFE29994	1.027238
14663	1EB9DAE12F01E6A3	0.818679
14666	C2E9E7AE7F357262	1.013466
14670	538A7163A862B732	1.314736
14687	63A6352759F1C4D9	1.048697
14702	C5EB32ECC68B8864	0.733350
14726	BE7393F7631DADF5	1.027394
14750	0558E4142480853A	0.771451
14765	B5B61CBA6C4D66F7	1.324279
14783	C395A5F1360B1D94	1.351431
14807	2DC3C46A96BE9864	1.714821
14810	3A43D8F14CCB7A3C	1.014642
14813	83C63B80C9659725	0.867738
14843	F43A50B9D9929D2F	0.889386
14885	4F2FC859DD3FAEB8	0.606079
14886	0A26297A08F08AFB	0.742024
14915	1AB1AFFEB920A350	0.822085
14942	A8C5BA87D30138FE	0.952005
14945	E409F2B1AFEF7179	0.651049
14966	87398E068BEEF957	1.433670
14990	41152807D36726BE	1.421732
15023	73030403BB1F0B66	0.885544
15035	BA967A477A0F3102	1.157701
15083	9FE3C49990A087B2	0.811915
15086	C08138D5F3BCF342	0.869142
15110	12BE48269FCEEDCE	0.753218
15143	2600909BF5D22F67	1.476184
15146	CB7E9F78E3A2EB2F	0.871428
15167	F357552F9DD4A4B9	0.754652
15185	6E815B1D3FFC0E1F	0.940945
15197	CED99BFE4698E5ED	1.426526
15222	4AEE862E37E9F38B	0.718084
15230	BF7DFE857C425C76	1.372146
15242	E0CF18052A3FEE6A	0.811738
15287	9B844DE2DB6DE857	0.841447
15318	A5BB1A13D9719ECF	0.918518
15326	1E4F7DCD83DBD216	1.211239
15347	AF9F4A1EC40915F7	0.791754
15350	3731F352BF78D0C6	1.490363
15371	3B83F77190C32A7E	0.840281
15462	A4700FD6742C4EDC	0.952857
15470	4916F24E638B99D9	1.293691
15473	B41961AAD8191D39	0.849345
15503	61718152AFA18167	0.770142
15510	84B276A47B9281B6	0.980468
15530	54983312E9DBBCF4	0.886971
15533	669D3B3524370160	1.364677
15557	E5AF1F7D3440420C	0.870623
15566	54CF14DD8A26B67C	1.348816
15587	AF0F04A329E4CDA2	1.409036
15606	4A445DE22734524A	0.760928
15686	42103BDE5D13F14D	0.779250
15690	723CDEC2D3125B5D	0.901817
15695	5B4B28DA39BEE656	1.014559
15707	24C299CA9EDC88BB	1.144421
15726	5AB2D3F3AF47C083	0.764911
15762	8E1AC03E9200E3B6	1.166837
15786	FC32D85FE16E2BD9	1.395344
15857	D8574D0DF74F3B98	0.897110
15866	6A7683F6B8B3CECB	1.003593
15893	C26D85E89E8CE1D0	1.272770
15923	6289413A9CABAA54	1.214731
15983	C6527BAA9923E7BF	0.695227
16007	9A2976E9EFF158A2	1.106546
16046	48775BCF02D1C27B	1.427830
16050	D679883C84CD2AA5	0.848496
16085	D7FB5006195BD93C	1.407526
16151	F057A40482BABE40	0.685964
16158	117191BAB4A4A8BA	1.213151
16166	E293AFE5B6ABD761	1.228104
16190	B5CC1112517B7690	1.051263
16193	FCB0BFF484127DFB	0.997089
16202	72FF9A6612D8751E	0.781224
16218	B45C6A7DD8E4D9B2	0.913209
16253	B10CEE17BEE0E310	1.113685
16262	49ACA44374F0B6A6	1.320938
16277	F7123D587F8B00BF	0.911929
16362	18E78F04BB7705F0	1.949821
16382	2D92C2DD9E82682B	1.417362
16445	B64AD4D7EA2E9BEF	1.533259
16511	EA1AB7DC7E8F9BF1	0.999384
16526	EFFE3B125C42BF37	0.783936
16535	EE822C9C19ED9E41	1.373565
16541	D7BE4DE6E16D4C1E	0.927908
16550	9D1B0768CC02058A	0.935479
16571	A035CBD7E2895863	1.150452
16626	01DF61156FA0CB45	1.311392
16721	D51DB983D06E5361	1.178971
16730	0C81048B7A806918	1.022024
16733	4C156E1248484410	1.061928
16757	D70B646B427C8985	0.833891
16806	0E730434EB4F3F1C	1.238134
16817	53BE094F56984E33	0.939504
16823	4F76254EC106B047	1.376542
16826	C0B9847EDA47DE05	1.627843
16830	7CBEA5CD747ED6F6	1.040915
