m	base2_RES64	seconds
16866	A72550F5CA07E27F	1.114883
16886	7397065817705331	1.078356
16910	9EDF2516E7E54953	1.041976
16967	C22995B95C46D995	0.910045
16970	B73B976E4205F136	1.380441
16997	35E3001E400761A2	1.038768
17006	4A514D60EA398059	0.895052
17093	A8B480FF2A03E333	1.092898
17126	24BBD5F48E15512D	1.497869
17153	D69B0D64F9D6D98C	1.046509
17201	C71E0DBDFECA2BD0	0.937874
17202	8AFE0E8367664CB8	0.963385
17270	88388379D596B996	1.228081
17306	35777E579134D7AE	1.162736
17310	9118DA444AF72034	1.170289
17342	CBEB032AA8AB8BAD	1.330991
17351	879F8A4FDCBF9C97	1.169750
17405	108FF5B7967AA417	0.990095
17411	D5D0A809D6F1A41F	0.926326
17442	D706F8BAE77FF4DC	0.993891
17447	0521F4CD6C1CC4C3	1.012212
17450	429FB6F47CE12B76	0.921623
17462	3DB239405BC814A6	1.028834
17471	5B745AA6E18A7FB1	0.979755
17477	B074101177C21AA3	1.100271
17495	2DD1D5F23EF16CCB	1.147146
17510	DA4FF6A475712FB0	0.709769
17546	FFE387466FED498A	0.905459
17562	67C4CADED349376C	0.781429
17582	197D37FBE5A02E8D	1.111556
17585	9CE3BA116979C0E1	1.179965
17606	787762BC175AFA66	0.870432
17615	07886DD16AF4A4E3	1.062834
17622	06752CE4735C7B9D	1.243065
17633	241F68C2B09C03EC	0.803029
17642	AA9B54C4A7FE0B8E	0.788649
17645	9A0D1E3D29B006B7	1.109594
17687	06E2CF313EBD4572	1.106536
17702	D1C3613A923CA05D	1.186606
17723	6E1FEA636F43B301	1.115862
17747	1638DB921F597391	0.948276
17786	E285551A059729D2	1.110322
17802	90D93CF4897F0E00	0.789092
17813	8D4D65DBCEAD50B3	1.109134
17838	F7FD9E6C84172BB5	1.126935
17870	B83AF167E0375E14	0.925596
17882	26FB668348F2A446	1.224169
17957	3E6C18E464FAA89B	0.857771
18030	5E09E723A61E6E86	1.055465
18053	F4F917A843B6E64E	1.019351
18062	51DB199217C35105	1.208135
18066	DB3986E75EFBF2DB	1.065517
18090	C2CBAAC8BEF579F8	0.903448
18161	57F2C4621D38914E	1.280954
18245	0946FBF40A810FFF	0.967389
18251	50C61745B172B879	1.091467
18317	E62F1A5402ADF552	0.944512
18335	71EF61252751B20F	0.992072
18401	18957988F67F2A11	0.944471
18410	467D6AE47A56541F	1.071419
18446	66888C04EBCD02E4	1.053091
18455	AE91666A04A5137B	1.255289
18470	A700BD4F8F0400CD	0.901669
18485	0CB76A28F17BEB8D	1.081694
18506	AE7B9EFCAE174059	1.062928
18545	6086B45745B18B30	0.943461
18551	CFE78D4C97FEFF81	1.050604
18602	50AC688D7B389119	0.890438
18630	6CAC8568DB54A0DB	0.842032
18641	021F209B05A1672D	1.491140
18647	868CFF473E81CCA2	1.159386
18650	470B413897F425F4	0.928020
18662	D9252098A94CB6CF	1.364274
18671	C3CFD841BAA89E7C	0.667325
18707	B3C447B0189B5496	1.339590
18750	FB54A6FC4ACFDA23	1.208862
18782	89A5BAA6C14098D0	1.005440
18786	673913BB198E2A98	1.127620
18815	A8B4F4DAD00C0E42	1.162264
18830	CDE3034586E14127	0.893540
18845	F4217B6C6EE8BE3C	1.204593
18846	289EDD6D1D7E545E	1.314016
18918	39B763A459AA7B1B	1.043640
18923	423281AD316C5DD6	1.308422
19002	B0C9C505F9302074	1.766569
19073	407F91DCFC43072A	1.363671
19085	1BE6C4EF418739CF	1.302724
19130	FCC6ACB91E36A67A	1.178062
19146	E8B5C25AE884086C	1.184632
19182	DAE46E81039A6FF3	1.351100
19190	7762FC3D9C609B1B	0.903070
19206	E241189B03E956E1	0.970029
19211	BBA7342231485009	1.008754
19242	10A6A747A1398A52	0.936914
19265	CC2A16324DB9AAF6	0.838350
19283	CDD1C9535C3342BE	1.128428
19310	1EB3000D0FC29347	1.204394
19361	ADC513653CA7E0D9	1.040912
19370	10D8147FAEF77518	1.186485
19382	AE93BE7E04670F0C	0.803163
19386	FF53CF0A732DF42E	0.928465
19397	0268540CA9612EF1	1.275242
19398	6EB05C6ECECFA88D	1.029206
19427	7C4397C867FB9293	1.271317
19458	69D6CE25EEF5385D	0.967676
19466	472889E84A72CC4D	0.993497
19493	7944496EA916CA03	0.971714
19502	0F163AB9E9CE7496	0.888098
19517	D472C6DDE34921D7	1.221929
19535	A7592EAE3B2D1B12	0.786813
19542	48802047D2ECA996	1.037284
19566	B8FFF83C0DC59D92	1.328106
19638	2C639C9D87F4C73A	1.382377
19655	E030474AFC530BEC	1.354157
19722	4ACE5C2A9F7F7BB6	1.280430
19745	BC3D39BC4C3E53B3	1.313379
19757	EA4CDA2A4942E83F	1.397962
19763	6C96160784E45096	1.466083
19790	B6E821A37CE0B632	1.136067
19818	CDFAD7D1106AF10A	1.432366
19841	50DEA6D5731330F0	1.361602
19853	AF0DFD2AEB695169	1.233715
19883	09F1DF33B326A0FF	1.012672
19910	9ED76861B2793080	1.395969
19946	D8366D0317274853	0.975420
19955	221473BB5C08E3A6	1.258132
19962	8F5CB6A335FF9C77	1.362880
19985	A9A62FDA7E6A961D	1.519901
19991	011E6FD4B7274072	1.287331
19998	FE22CA4A285DE38B	1.430458
20010	7BEF55AFC66ECA18	1.178493
20063	433110811E067BA3	1.296260
20090	9BCAA95727138D1C	1.439272
20123	E9062177BCE202E8	1.198716
20126	6ADEB92414F6DDAA	1.164647
20165	2F4329325669371D	1.678655
20177	16D93CDB8A8C1543	1.555808
20178	6CC30310FB683455	1.399867
20207	70264E64060E947A	0.928213
20250	F6CDB8F3FD26D447	1.180499
20273	AF1ED82AEEEBAE5A	1.500427
20298	8091AD05E366FA00	1.675583
20322	72D1C257F0BE7FED	1.173304
20327	A0DC58F06DC10B6D	1.299637
20366	301A868BE74B2BF1	1.362433
20406	A320D57AF75812CE	1.240219
20435	E510BAB8F87C1268	1.337353
20442	C389C50934778699	1.391754
20471	BA85D515472EE95E	1.426471
20477	EFA1450CF09C54DF	1.143276
20502	8E034ADA543B55C2	1.339092
20543	E94D2037EC2BF49A	1.567514
20606	BF0332E6E96A5560	1.257080
20621	6A106D4559B54289	1.276954
20666	BA0FF7DAE98BB5CD	1.367739
20705	8B2028AB49F47597	1.085067
20747	810D30BF95C20F52	1.407226
20762	DA2E18BEC6EA11D9	1.186836
20807	DB20369BBFAFD29E	1.090374
20813	78E7180CC5D16ECB	1.578861
20846	8DF8ABDCCDFF7850	1.347765
20862	5FF9F1983369459B	1.741401
20870	2DFAF7BBBA9E46BD	1.298086
20891	39422BC0673EF3DC	1.817955
20897	279550D291FA5C8C	1.914251
20910	3D4D9E37D855404F	1.361002
20942	91638E683E000824	1.088655
20963	023A9F22624DA4D5	1.826138
20966	42A8E9D6A5B5BFB6	1.208994
21050	084ED101153606A5	1.427814
21083	8194BE2979D8D7A9	1.643813
21107	47BB0A79CD2B334A	1.181291
21143	EC9568EFC586D5EC	1.542372
21150	DCB1DC27BDCE8742	1.829708
21173	94EA3A501FB9E3BD	1.709864
21182	CC15AFD9E07C16F3	1.624657
21198	9F1DCCA021BB46A5	1.377194
21222	3D9C51B104FC6D4F	1.318895
21233	7D6E81E3562BFCCB	1.449593
21270	339B2D4C4B10A563	1.428828
21335	389A17B83DE70FBA	1.369186
21407	4A9C9504BA3C19A3	1.010471
21443	30CE9E301D75A646	1.424043
21446	131DD8DAFE900FD2	1.415894
21467	7F05CE2525D4FD0F	1.316843
21482	C366B1577D5A3804	1.560845
21521	4B4AB51F1610B88E	1.654866
21522	94F7667E7EBC12A0	1.783373
21527	353AFBB2FCA60521	1.386031
21533	1779F7C93111CF41	1.359587
21558	085ACB6C139101D2	1.579347
21563	932A8C818ECF3CAF	1.147197
21605	3BA3CCCFF503238C	1.892136
21611	723517003AFEEA93	1.519674
21666	9BB85B0F75D69073	1.452126
21695	1DD78959FFE946CD	1.630319
21701	FF84D81FB790A5D4	1.058134
21770	CF7F363EDFF49636	1.526650
21773	2EE9311F87D23CB6	1.150693
21797	43F75D40BFD92D20	1.823477
21803	04D895AFEE90F4B8	1.709991
21810	16CC639D2BBFE688	1.587198
21845	C690141EFB3BF6C4	1.699407
21906	55A734BD80531C62	1.923295
21917	DDBAA25B936AA1EC	1.254622
21926	20585272EEF1EC51	1.564488
21947	870FF13BDEA5CAB8	1.415987
21971	3C6FEFCAFDCBAFA2	1.349334
22010	8333A1D20E45AEFB	1.427587
22026	28FEE346CD95EE40	1.182435
22070	4B72ADDB051F95A6	1.625841
22097	5E2A23AFC624CC45	1.586762
22122	657BAD2C420A7ACD	1.162952
22142	9FE7B35CBE11B49F	1.225008
22170	1E2B8094341C2B8A	1.938339
22206	7B6269633EE445DD	1.575545
22247	7001225C8BA7C13C	1.955360
22277	5F48ABFD0D52D97D	1.692206
22337	4E89E9FF6E2069F8	2.164545
22338	7E50C10B296093FF	1.120385
22343	ADDDF95DD23B7171	1.261269
22346	0A2262FE4F7EC6DA	1.314196
22350	9650AD25AC5B84C7	1.594708
22373	C21F1550167AA014	1.558546
22391	977D79FAA4DCA1DF	1.221185
22406	CF1664786EB963EF	2.221428
22422	9D9C55435B43CF9D	1.523434
22446	0085403C250A06D9	1.173965
22493	CC3F7229F3E8BBAE	1.806798
22502	F6882F5C72092EC4	1.558135
22511	8CA5187932862D54	1.888192
22526	906581A4D6D8DC96	1.717359
22535	670B9C0EFECFB4DD	1.382935
22550	B7E6802241079596	1.859762
22577	EAA2321567F5B82B	1.498672
22586	262698F77841DDE2	1.473289
22590	F7882285053F68CA	1.639543
22613	CF85BC6DB9D104A1	1.318749
22646	7A69BFBEB46240D0	1.782258
22655	4D619154AE03AC1E	1.695296
22685	0A1315352C5AFE3C	1.540044
22721	A6469EBB6FE42B99	1.283238
22746	52420202CB5450A7	1.720774
22751	16EF9D2FDE7DF209	1.350542
22766	1C89C80BC5A9717E	1.407400
22782	ECD8B5F76DE48371	1.212389
22787	753BB49A18B1CF5E	1.422942
22842	FFB27CFFB3B58FA1	1.530291
22913	397D398245B2DE3F	1.310841
22955	5291B028EB15E948	1.667249
23030	DF1E5485DF146EAF	1.734757
23106	A83613761BAFC617	1.508243
23126	BF03C74292F0FB57	1.449573
23130	D213A5BBEB6FF4E0	1.816373
23147	84EF635D749F9572	1.404389
23150	A6C3FBBA81FC0B3F	1.582318
23162	638E4425E1CDA2ED	1.207848
23202	CAE934A0418E2E73	1.731076
23238	018703A9D571C8F8	1.692918
23243	75454BD49427BF83	1.735553
23246	162F629CB2E66885	1.214945
23261	53E43128D88B24F5	1.409675
23270	8E8F31A3FA0F9AF7	1.310753
23342	AF4023A79331EB91	2.203516
23351	1FAB8D313353DD59	2.087193
23390	03FA8FB96EB04ED8	1.723909
23418	1795CD40438AFC7F	2.718258
23430	0F5440574DFC53F7	1.907284
23435	45F70DB29A471ED0	2.639963
23510	44CD954CC59B1D73	1.996553
23543	71AA09CF0198DA0C	1.611928
23567	88FDF8CD1245C250	2.915377
23582	9F2726E37D5C87AA	1.958381
23591	C4320DA66A22B8BB	1.746683
23621	166216870E855677	1.760003
23642	41CAB6161E6E5E5B	1.712416
23702	607C115F3A879849	2.165646
23706	DB608F776C5C9AC7	2.493874
23711	F13BBCFDC7E9BA1E	1.797030
23747	761038C75CAB2DE8	2.199331
23750	091EBC7FE89AB053	1.997295
23778	9B6430D9424F3003	1.700255
23837	EE556A643617F546	2.061776
23846	29F237F7F978DF94	1.631195
23870	1AA28C1EC2211D84	1.483834
23882	193244888AF62077	2.087565
23886	CEC3C681ACF9C5E9	1.700311
23903	F652B0D1489B43F7	1.592386
23933	2FAC9A98EC567B6A	1.882863
23957	39072C4C8A11DA32	1.706240
23958	CCF18312EC27CD65	1.576775
23987	2E4D63916566C408	2.115198
24017	28D0BD6AAF5F1BD9	2.101375
24023	0EBB49634E41E867	1.853151
24042	E4609C5FE0A345AE	1.885001
24071	C11091E4188B2EB3	2.131229
24167	4079DDF758CF215D	1.931863
24170	95E495C82461C494	1.811898
24186	4D32B4379F4AF961	2.204276
24197	FB35678BBB7348E5	2.371027
24222	387E2B6392C4F580	2.160964
24251	4FC6E401FC4A6E9C	1.592812
24257	CE92FD37C7A717C5	1.711033
24317	39697DF7997A8854	1.675488
24341	1ACE6571F57C7651	2.501262
24401	C8E97E83B953AA5B	1.889902
24410	87E8E1B73986DC99	1.821394
24426	1A0DD22EA078C8A4	1.736922
24467	E5FD6FCA4472F41F	2.036595
24470	EAE9508A728E64C0	1.786579
24498	EB63BC63930FAAA7	2.039441
24506	C30BCB8734553CEA	1.752393
24527	09EB51640E3EC441	5.310042
24545	9556CB3888326516	5.844340
24582	09203C48CAA4ACF9	5.252245
24605	5892F893DBC7D415	3.575657
24606	EF158D5BE9E64052	9.672468
24641	4A4D84D5975E2E62	10.073950
24653	1ECECA2CD6D41F32	6.372143
24678	4F43D3315EFBC2A4	6.285506
24701	FC77358646081A34	9.487802
24710	5C042116DF9C501A	10.357644
24785	32B5999F339D5D8E	6.381288
24821	A4E49C229DB4614E	7.832509
24827	EF0C4B79817DE45F	9.585369
24830	670CF50D5807A51B	6.639565
24965	AFB559750B8819F0	10.179719
25013	D1C39BD5CE9AEB29	5.145324
25070	AFCE8D6C888619D2	5.925173
25086	604C59585FD54D37	7.968770
25115	1EAB1775382FEFFB	6.741629
25122	B843E9F6542F80BE	3.096351
25133	17FAF293100167C9	7.726313
25205	5B275D4C85DE4170	6.363170
25217	03C176A915D79FB5	4.934631
25223	29B888664749C685	6.765693
25230	C277B7F0985D8D46	5.950266
25247	624EB120DC1C2EF4	6.937645
25271	593DB1DF6AEB2BC7	6.142435
25277	447CEF86C5BEDADF	4.227081
25310	6B3A849C6957B5F3	7.349086
25313	BA724EFD28D868CA	4.625671
25382	9B37350E938355E1	5.765985
25415	EDCBAF5ECA141EAA	6.146311
25451	9798AD09A6161DD8	5.295221
25466	A8A75E2BE362039D	4.635339
25470	C447B8858E7B9991	5.085534
25502	EEFF20551B184E88	5.966165
25511	C16568241AAC5BBB	6.420598
25526	684F39785E7A5A51	4.193466
25535	6F2FDD6659C9CD5F	7.036446
25583	5A0C284617A0DCB9	6.771061
25590	5CC30CDFD74251A8	5.065042
25650	A7FB47342304DE01	6.963359
25661	3BD2F087F9E903E3	3.902710
25667	9A5C616F6248C1E7	8.202334
25722	779EA4C13B9B547E	2.545905
25745	1C615FBA5AA18447	7.337582
25766	F9E9D5C415638EB7	4.027761
25770	FCFFC37A9423EBE2	3.873900
25793	E1AE9F1394AEAA93	5.248762
25811	A7F4C982D432F261	6.473466
25835	4F2238C41DE0F2C1	5.280207
25862	8E13423C3FBF26F7	4.518125
25866	24BAC40629E2ECC8	6.268610
25886	D04A7111EEF04A88	4.101216
25985	8221AFE42FC47F2B	4.749063
26003	77DB6E1D101D4C51	6.887016
26010	C25D9C0282FBE6AB	8.173942
26021	04D0331E40EF6990	6.060025
26022	78CC39CD7944ECF3	4.706311
26030	14BF4EBA8D3F6B7C	5.968699
26046	31ED7C347E37A771	4.349669
26058	A2E54CA7A5863AAD	5.165260
26123	35FE91EBDC17CF56	4.463418
26126	EFCA0524202D7FAB	5.713434
26165	A9324628EC18FBBD	5.927891
26186	96C5AA8DEEB458EA	4.804538
26190	65882F1E0C94B707	3.577257
26262	380E65FE5F643A68	4.399593
26282	3BE1AF2DEEAECCF9	4.419410
26321	1AB86474DB32A37D	6.084004
26342	878CD441AB54204F	4.458091
26390	A7A857C71CA3C32F	5.292378
26462	2B7AA2E693085F04	4.043442
26486	C1D2FA55AE934E8B	5.389038
26501	462090F860D6B139	3.685182
26510	92526D384CA37036	4.180675
26526	0F17FC3515AFCC6D	7.344746
26550	0A26CF125164E0B8	5.039976
26573	F5B9E3465B7E403A	5.926079
26615	E413BB9C875ABEFF	4.451250
26630	E2B8DE85CC1DB816	5.661348
26706	D0732AFD468D8E31	4.916577
26711	3DE85302637A87B0	4.835476
26735	9E2D8E0B65A1774C	3.869479
26741	3646805D6DA95F69	6.237060
26762	CD087F0562343074	4.215018
26766	B8AFDA0DE217F309	4.390355
26795	4646A78C561BA1E4	6.871646
26801	EEF94A87A084BAB0	4.494792
26813	566AECCA936CC6E0	4.286306
26850	63E0774B6D4AF123	5.267214
26870	C21C1F5322BE51DF	4.649111
26897	97802702848EACC3	6.020038
26945	4B2E0011F016C5BF	4.644147
26946	6C21E74411C49BE1	7.077667
26957	514AEED8B06521F0	4.769339
27002	B40B6ABF2EBB2FF2	7.416484
27030	D75CF475E4E2F78D	6.581547
27047	9FB4E9A251A1A82B	4.914655
27071	6B34B5654D51E3BC	4.097103
27077	288B12949A6A9027	5.336611
27086	68F6A547D844D214	6.795795
27137	C470CC0D0C2C406C	4.267937
27138	96815BE2D8F521B1	4.674201
27146	E7DEA439FB60EFB4	4.643426
27173	8403B2DDF7A307B4	4.280742
27197	4C2F96004F9DB2F1	4.263859
27198	C8200708235DADBD	4.793873
27210	DEA8C23261A11E84	5.893031
27215	AD4425C6FF9F02B3	4.057898
27221	776104B6A6DE0E7D	3.759689
27233	9695B7ECADFBEFDF	6.219596
27290	55D81532CA62A154	5.661022
27302	033049502D81ABB0	5.817781
27383	EBCC35710A3ACF25	4.553279
27386	E55D0EB65D8DD4B2	3.615429
27390	4261317DBA66FDF1	4.939934
27407	E44C7572B4253DA7	3.519407
27413	354417B8FB4D147E	3.889467
27443	0E01F8CC2D14A8B2	4.871872
27450	7778F45E63EE3576	5.508400
27462	093942C26E254641	5.809281
27467	80D6C51445F9FBDA	3.663984
27470	2291BA660B9561D7	4.478490
27491	6321BE1291EB2E58	4.627271
27530	519ED858B0F61672	4.644475
27551	7ABBA4AB307D3781	5.313622
27570	2E565642302D529F	6.957391
27653	A04A68D32062CCFC	5.594507
27666	67B247B1CF954AF7	4.368522
27677	AA9335693F8047E8	5.076187
27683	45713413D26DAADC	5.043902
27713	DD4690CCEB397EB6	3.949521
27743	699C568611D0E2A7	5.146269
27761	C5642BC0BAB6892C	5.989624
27797	916208AB7CB0B227	3.500893
27806	3BC4E138777736AB	5.178245
27821	4EFB05DDACF6C15C	4.527096
27830	43C666E2430F28FC	3.962045
27845	598717CF05076712	4.213737
27866	9440CDD03EBC857B	6.974993
27893	78D4488298187CE4	5.897302
27905	9D1534857665DFF7	5.467980
27911	F2FE88841B3154B5	6.282460
27990	A8F39AAAE9356854	5.268563
28001	CEB52C474041A1E0	5.846514
28010	2FED4314786BAA30	5.156557
28038	CEB81B28E48DC55A	3.502768
28055	E6AF87747BB3D651	8.299463
28097	862A63B601D624C8	5.897650
28103	FF9B311E37A649F2	5.912473
28106	1153E915D505A283	2.907825
28110	AC7476009AA4AAAE	7.286388
28127	C59A8569D997E162	4.380409
28163	6AED4804B0413CD5	6.321246
28170	1DD565C3BDE619A1	3.924750
28187	5DD5A067E1429A96	3.975306
28202	853D0B8B818CA290	5.961212
28205	A43AA819022C112B	5.357881
28241	C3BDB350CA1B20A8	4.586126
28262	71827150AC785470	5.024566
28271	6A5611736FBE552C	5.958378
28278	6715959995B214C8	4.633476
28295	03782C19CCCDCD82	6.105529
28346	A7CE527B48FA6223	3.907107
28367	C68D70EF3D1A3FBA	2.845133
28397	CDDE4F5355FDB764	4.315863
28406	7CB75A92BE2FD335	5.777006
28458	9176637CCB1C83DD	3.597284
28463	206D63124CEFACE0	4.564759
28506	82238900436DE686	6.136616
28565	EB45E7440E260CE3	8.662857
28607	39993CE706592ACA	5.268050
28638	20B28AFEAA9E6579	7.460776
28670	436738E4799DB012	5.230565
28691	E6335D7F18DDF484	6.831094
28722	E9F826BDB262912A	4.650287
28742	5DEAB239F610C1F9	4.988912
28757	96AD12A1C02C99B5	4.560809
28790	9090252F1A9DFD4F	2.664720
28805	9A6A1FA64051F384	4.033020
28811	F227896F2C82C78A	3.496524
28830	F15B12D1A4B6E228	6.101744
28901	6EEB0230B4B636C4	3.896511
28902	428F0845E81AF2A2	4.124992
28943	CCDE21799B9724F9	4.630553
28955	9424D9CACC810E22	4.361162
28970	D7123040B5EE6277	5.450215
29063	CA59F8BAD66DE271	5.419473
29082	7607BD52A1CFF03A	5.367924
29126	CA5E31DEA4E69627	5.548976
29135	D5B5731B3955F5F8	4.526313
29141	CC7120A811228A8E	5.974777
29142	9E72B4986E2C8670	6.140195
29150	AD38754723ADD675	3.653618
29162	D525A5E4F2A7713D	2.997250
29165	F768AC69EDF4C691	5.128087
29226	3627171FD345DC29	5.434468
29246	C65D9D5644BA9A3D	9.364540
29297	5D1DDEEF607FD0FC	5.427507
29298	D772DD4055345D1C	3.022326
29342	FCDEC92A00A3C7E5	5.430944
29345	E4F709E8924C0EE8	7.476190
29390	BC7DFA10ECCD654C	3.487854
29393	FDAAC01670B92C35	3.004654
29402	C5CA557FEF784765	3.512559
29405	F2F7ECD20583B782	7.188695
29462	2E68592DBBDB0415	5.222034
29478	EAD5536A4048BE6B	5.360395
29486	010EA43C69214005	8.062836
29502	6E14481B969A6D4E	6.884210
29538	061EFFEC15A41F9B	4.861869
29550	F3D0C2B7B010CD35	3.742681
29582	A627808855F26C50	5.303727
29585	9B22F9D68B349F1E	4.954911
29615	06EAA8FCE4EEDB0F	4.106824
29630	BB6CE30AFA1A1C0A	7.704376
29693	EC705C1AA2EB4F0D	3.499772
29777	7DC8376DA958F2AD	7.461193
29783	19265C7B20675D35	3.769216
29826	5D3757E0EE0A0BD3	5.466602
29861	1CD1C73C7E02A29E	7.227474
29870	C1404D89632F74D8	4.645296
29885	91E2BCFA8457A67D	4.899892
29921	9D93035217C57E41	3.373362
29927	E9D973E73E81235A	2.251960
29930	BEE6F72DD892E99A	3.860524
29942	74E336D6AD12F3AF	4.786347
29951	3032554B7FB277CC	3.430837
29982	9E74E80209F73BCE	4.202659
SUMMARY tested=1237 anomalies=0
